Brand,Name,Rating,Price,RAM,ROM,Expandable Storage,Screen Size (inch),Screen Size (cm),Rear Cam,Selfie Cam,Battery,Processor,Image Link
Nokia,110,4,"1,699",4,4,32,1.77,4.5,1,,800,Brand Warranty of 1 Year Available for Mobile,https://rukminim1.flixcart.com/image/312/312/k6fd47k0pkrrdj/mobile/a/9/4/nokia-110-ta-1192-ds-original-imafmdw6nd6yz78m.jpeg?q=70
REDMI,11,4.1,"13,840",6,128,,6.58,16.71,50,,5000,""" 1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase""",https://rukminim1.flixcart.com/image/312/312/xif0q/mobile/i/r/s/-original-imagn9khacndpbqz.jpeg?q=70
REDMI,11,4.1,"13,480",6,128,,6.58,16.71,50,,5000,""" 1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase""",https://rukminim1.flixcart.com/image/312/312/xif0q/mobile/1/l/u/-original-imagn9kgdazpz7dw.jpeg?q=70
realme,Narzo,4.5,"7,168",2,32,256,6.5,16.51,8,5,5000,SC9863A Processor,https://rukminim1.flixcart.com/image/312/312/ktx9si80/mobile/h/b/c/narzo-50i-rmx3231-realme-original-imag75hcyzzggbat.jpeg?q=70
REDMI,Note,4.1,"17,370",4,128,,6.67,16.94,48,,5000,12 Months,https://rukminim1.flixcart.com/image/312/312/xif0q/mobile/z/1/q/-original-imaghsd2eqryyjry.jpeg?q=70
LAVA,LF9000,4.4,"1,682",20,20,,2.8,7.11,2575,,1,,https://rukminim1.flixcart.com/image/312/312/xif0q/mobile/t/f/0/lf9000-lf9000-lava-original-imaggx7k2h3fzyts.jpeg?q=70
Nokia,105,4.2,"1,460",4,4,,1.77,4.5,800,,Brand,,https://rukminim1.flixcart.com/image/312/312/k34rki80/mobile/3/z/x/nokia-105-ss-105-ss-original-imafjw6xnttqqhyf.jpeg?q=70
Redmi,Note,4.2,"17,990",8,128,,6.43,16.33,108,,5000,1 Year Warranty,https://rukminim1.flixcart.com/image/312/312/xif0q/mobile/a/8/a/-original-imagbwx4ahgqxgg9.jpeg?q=70
Snexian,GURU,3.3,699,32,32,,1.8,4.57,1.3,,850,1 Year Warranty,https://rukminim1.flixcart.com/image/312/312/xif0q/mobile/u/a/f/guru-310-guru-310-snexian-original-imaghnhhbvbtgbjm.jpeg?q=70
GFive,U707,3.6,749,32,64,16,1.8,4.57,0.3,,950,1 Year Manufacturer warranty.,https://rukminim1.flixcart.com/image/312/312/jd0jtzk0/mobile/t/2/y/gfive-u707-u707-original-imafyq4rncgksgsz.jpeg?q=70
Infinix,Smart,4.3,"7,199",2,32,256,6.52,16.56,8,8,5000,MediaTek Helio A20 Processor,https://rukminim1.flixcart.com/image/312/312/krtjgcw0/mobile/v/k/3/smart-5a-x657c-infinix-original-imag5gnz8pz7nmkk.jpeg?q=70
Infinix,Smart,4.3,"7,199",2,32,256,6.52,16.56,8,8,5000,MediaTek Helio A20 Processor,https://rukminim1.flixcart.com/image/312/312/krtjgcw0/mobile/g/g/m/smart-5a-x657c-infinix-original-imag5gnzyyzq668p.jpeg?q=70
Infinix,Smart,4.3,"7,199",2,32,256,6.52,16.56,8,8,5000,MediaTek Helio A20 Processor,https://rukminim1.flixcart.com/image/312/312/krtjgcw0/mobile/s/8/9/smart-5a-x657c-infinix-original-imag5gnzeygmt9fh.jpeg?q=70
SAMSUNG,Galaxy,4.1,"29,648",8,128,,6.5,16.51,12,,4500,1 Year Warranty,https://rukminim1.flixcart.com/image/312/312/kg15ocw0/mobile/f/q/g/samsung-galaxy-s20-fe-sm-g780fzgnins-original-imafwd2jzgfdejgc.jpeg?q=70
MTR,STAR,3.7,749,32,32,,1.77,4.5,0.3,,1100,1 year(domestic),https://rukminim1.flixcart.com/image/312/312/xif0q/mobile/j/f/5/star-star-mtr-original-imagh63zv63ydjjq.jpeg?q=70
I,Kall,3.5,799,32,32,,1.77,4.5,0.3,,1000,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,https://rukminim1.flixcart.com/image/312/312/ku2zjww0/mobile/z/m/d/k26-k26-i-kall-original-imag7a2vg5gdvvfd.jpeg?q=70
SAMSUNG,Galaxy,4.3,"14,990",6,128,,6.4,16.26,64,,6000,12 months on phone & 6 months on accessories,https://rukminim1.flixcart.com/image/312/312/xif0q/mobile/f/d/u/galaxy-m32-prime-edition-sm-m325flbcinu-samsung-original-imagjhr894wgfzzc.jpeg?q=70
vivo,Y01,4.2,"7,999",2,32,,6.51,16.54,8,5,5000,Mediatek Helio P35 Processor,https://rukminim1.flixcart.com/image/312/312/xif0q/mobile/z/9/x/-original-imagjdmzwqbzvjkb.jpeg?q=70
IQOO,Z6,4.3,"16,990",6,128,,6.44,16.36,50,,5000,1 Year,https://rukminim1.flixcart.com/image/312/312/xif0q/mobile/w/z/e/-original-imagg5y8setuqya3.jpeg?q=70
Snexian,Guru,3.7,699,20,32,,1.8,4.57,2,,1000,1 Year Warranty,https://rukminim1.flixcart.com/image/312/312/xif0q/mobile/s/d/a/guru-1282-guru-1282-snexian-original-imagj8eqketygquy.jpeg?q=70
MU,M5000,3.9,"1,170",32,32,,2.8,7.11,1.3,,2500,1 Year,https://rukminim1.flixcart.com/image/312/312/xif0q/mobile/p/j/p/m5000-m5000-mu-original-imagkd6yqnhkgnvb.jpeg?q=70
realme,C25s,4.4,"11,999",4,128,256,6.5,16.51,13,8,6000,MediaTek Helio G85 Processor,https://rukminim1.flixcart.com/image/312/312/kplisnk0/mobile/8/j/s/c25s-rmx3197-realme-original-imag3smgq7frzezw.jpeg?q=70
Snexian,Rock,4,"1,399",32,32,,1.7,4.32,0.3,,800,1 Year,https://rukminim1.flixcart.com/image/312/312/jzrb53k0pkrrdj/mobile/p/k/b/snexian-rock-rock-original-imafgu2vrjhwyers.jpeg?q=70
Snexian,GURU,3.4,699,32,32,,1.8,4.57,1,,1080,1 Year Domestic Warranty,https://rukminim1.flixcart.com/image/312/312/kf4ajrk0/mobile/y/u/g/snexian-guru-106-guru-106-original-imafvnhsxym6euzh.jpeg?q=70
SAMSUNG,Galaxy,4.3,"11,499",4,64,1,6.4,16.26,48,13,6000,MediaTek Helio G80 Processor,https://rukminim1.flixcart.com/image/312/312/kqqykcw0/mobile/j/5/7/galaxy-f22-sm-e225flbdins-samsung-original-imag4z99fp4qdfby.jpeg?q=70
SAMSUNG,Galaxy,4.3,"13,390",4,64,,6.4,16.26,64,,6000,12 Months Warranty,https://rukminim1.flixcart.com/image/312/312/xif0q/mobile/r/f/n/-original-imagjhr894wgfzzc.jpeg?q=70
OPPO,A55,4.1,"14,989",6,128,256,6.51,16.54,50,16,5000,MediaTek Helio G35 Processor,https://rukminim1.flixcart.com/image/312/312/kv6zvrk0/mobile/5/s/q/a55-cph2325-oppo-original-imag85qscagksyyz.jpeg?q=70
Kechaoda,K10,3.9,"1,200",32,32,,0.66,1.68,300,,1,,https://rukminim1.flixcart.com/image/312/312/ji0lbbk0/mobile/d/r/c/kechaoda-k10-k10-original-imaf5wgqf2ujgskx.jpeg?q=70
realme,C31,4.5,"9,299",3,32,1,6.52,16.56,13,5,5000,Unisoc T612 Processor,https://rukminim1.flixcart.com/image/312/312/l1dwknk0/mobile/f/t/x/-original-imagcyj4unsxhadw.jpeg?q=70
I,Kall,3.3,799,32,64,8,1.8,4.57,800,,1,,https://rukminim1.flixcart.com/image/312/312/kkoc70w0/mobile/k/c/b/k100-k100-i-kall-original-imafzz4zfyzhfrgc.jpeg?q=70
Tecno,Pop,4.2,"7,999",3,32,256,6.52,16.56,8,5,6000,Helio A22 Processor,https://rukminim1.flixcart.com/image/312/312/kz5vwy80/mobile/8/1/y/pop-5-pro-bd4j-tecno-original-imagb8axnbggfsyn.jpeg?q=70
realme,Narzo,4.5,"7,199",2,32,256,6.5,16.51,8,5,5000,SC9863A Processor,https://rukminim1.flixcart.com/image/312/312/ktx9si80/mobile/s/o/j/narzo-50i-rmx3231-realme-original-imag75h86v5thnzy.jpeg?q=70
OPPO,A55,4.3,"13,999",4,128,256,6.51,16.54,50,16,5000,MediaTek Helio G35 Processor,https://rukminim1.flixcart.com/image/312/312/kv6zvrk0/mobile/5/s/q/a55-cph2325-oppo-original-imag85qscagksyyz.jpeg?q=70
SAMSUNG,Galaxy,3.8,"26,125",8,128,,6.7,17.02,108,,5000,12 Months Warranty,https://rukminim1.flixcart.com/image/312/312/xif0q/mobile/g/o/0/-original-imagfzjymhrwrebm.jpeg?q=70
itel,Power,4.1,"1,499",4,4,32,2.4,6.1,0.3,,2500,SC6531E Processor,https://rukminim1.flixcart.com/image/312/312/kiew3gw0/mobile/8/e/u/itel-power-410-it5618n-original-imafy7rm2yrgjygw.jpeg?q=70
itel,Power,4.1,"1,499",4,4,32,2.4,6.1,0.3,,2500,SC6531E Processor,https://rukminim1.flixcart.com/image/312/312/kiew3gw0/mobile/m/x/b/itel-power-410-it5618n-original-imafy7hum2hshth9.jpeg?q=70
GFive,U220+,3.6,769,32,32,32,1.8,4.57,0.3,,1000,1 Year Manufacturer warranty.,https://rukminim1.flixcart.com/image/312/312/kst9gnk0/mobile/0/k/7/u220-u220-gfive-original-imag6az5mxgh2ftx.jpeg?q=70
Snexian,GURU,3.4,699,32,32,,177,449.58,1,,850,3 Months Warranty,https://rukminim1.flixcart.com/image/312/312/kt0enww0/mobile/f/p/j/guru-106-guru-106-snexian-original-imag6gdzatjzwzhd.jpeg?q=70
SAMSUNG,Galaxy,4.2,"9,199",3,32,512,6.4,16.26,13,8,5000,Qualcomm Snapdragon (SDM450-F01) Octa Core Processor,https://rukminim1.flixcart.com/image/312/312/kavefm80/mobile/6/y/t/samsung-galaxy-m11-sm-m115fzkeins-original-imafscjyhxwghgwf.jpeg?q=70
REDMI,Note,4.3,"26,999",8,128,,6.67,16.94,50,16,5000,Mediatek Dimensity 1080 Processor,https://rukminim1.flixcart.com/image/312/312/xif0q/mobile/b/r/f/-original-imaghkvuhzwge3za.jpeg?q=70
LAVA,A9,4.1,"1,690",24,32,32,2.8,7.11,1.3,,1700,1 Year Manufacturer Replacement Guarantee for Phone and 6 Months Replacement for Accessories in the Box,https://rukminim1.flixcart.com/image/312/312/kcjexe80/mobile/f/v/6/lava-a9-lava-a9-original-imaftnfffz34xbqw.jpeg?q=70
POCO,C3,4.3,"7,999",3,32,512,6.53,16.59,13,5,5000,Mediatek Helio G35 Processor,https://rukminim1.flixcart.com/image/312/312/kfvfwy80/mobile/x/p/b/poco-c3-mzb07rhin-original-imafw8zkfygmfgfr.jpeg?q=70
REDMI,Note,4.3,"14,999",4,64,,6.56,16.66,48,8,5000,Mediatek Dimensity 700 Processor,https://rukminim1.flixcart.com/image/312/312/l0igvww0/mobile/9/c/x/-original-imagcaawbw9ev8zf.jpeg?q=70
LAVA,YUVA,4.2,"8,599",4,64,,6.5,16.51,13,,5000,1 Year Handset Domestic Warranty and 6 Months Warranty on Accessories,https://rukminim1.flixcart.com/image/312/312/xif0q/mobile/s/w/i/yuva-2-pro-yuva-2-pro-lava-original-imagn6pguykmggdz.jpeg?q=70
SAMSUNG,GALAXY,4.1,"14,855",6,128,,6.5,16.51,50,,5000,12 Months Warranty,https://rukminim1.flixcart.com/image/312/312/xif0q/mobile/z/u/a/-original-imagghcygdr6gngh.jpeg?q=70
Snexian,Guru,3.4,689,32,32,,177,449.58,1,,850,3 Months Warranty,https://rukminim1.flixcart.com/image/312/312/kt0enww0/mobile/n/u/h/guru-106-guru-106-snexian-original-imag6gdjkq7xvjwp.jpeg?q=70
MTR,Ferrari,4.1,"1,370",64,64,,1.77,4.5,0.3,,800,12 Months,https://rukminim1.flixcart.com/image/312/312/jzrb53k0pkrrdj/mobile/g/2/y/mtr-ferrari-ferrari-original-imafhg8myrfcxet5.jpeg?q=70
POCO,F4,4.3,"27,999",8,128,,6.67,16.94,64,20,4500,Qualcomm Snapdragon 870 Processor,https://rukminim1.flixcart.com/image/312/312/l4n2oi80/mobile/h/h/i/-original-imagfhuecztmg3gz.jpeg?q=70
itel,Power,4.1,"1,325",4,4,32,1.8,4.57,0.3,,2500,SC6531E Processor,https://rukminim1.flixcart.com/image/312/312/kiew3gw0/mobile/m/w/x/itel-power-110-it5608-original-imafy7rmszbxuzcp.jpeg?q=70
vivo,V27,4.4,"37,999",8,128,,6.78,17.22,50,50,4600,Mediatek Dimensity 8200 Processor,https://rukminim1.flixcart.com/image/312/312/xif0q/mobile/a/x/s/-original-imagna3eswgyntzw.jpeg?q=70
Redmi,9A,4.2,"7,469",3,32,,6.53,16.59,13,,5000,1 Year Warranty,https://rukminim1.flixcart.com/image/312/312/xif0q/mobile/x/i/8/-original-imag7chxqqu7h5hs.jpeg?q=70
Redmi,9A,4.2,"7,469",3,32,,6.53,16.59,13,,5000,1 Year Warranty,https://rukminim1.flixcart.com/image/312/312/xif0q/mobile/j/l/n/-original-imag7chjvhxdhhyh.jpeg?q=70
KARBONN,K140,3.9,995,32,32,,1.8,4.57,0.3,,1000,1 Year,https://rukminim1.flixcart.com/image/312/312/k33c4nk0pkrrdj/mobile/w/f/w/karbonn-k140-pop-k140-pop-original-imafhfffpfzamhts.jpeg?q=70
Micromax,X708,3.9,"1,386",32,32,,2.4,6.1,0.3,,1450,One Year manufacturer Warranty,https://rukminim1.flixcart.com/image/312/312/ktn9pjk0/mobile/r/b/n/x708-black-blue-x708-micromax-original-imag6xzamdvydwpb.jpeg?q=70
realme,8i,4.5,"13,999",4,64,256,6.6,16.76,50,16,5000,MediaTek Helio G96 Processor,https://rukminim1.flixcart.com/image/312/312/ktbu6q80/mobile/x/w/y/8i-rmx3151-realme-original-imag6zhnabagtrzu.jpeg?q=70
Nokia,110,3.9,"3,299",128,48,,1.8,4.57,0.8,,1020,Brand Warranty of 1 Year Available for Mobile,https://rukminim1.flixcart.com/image/312/312/ktketu80/mobile/7/e/2/110-4g-ta-1373-ds-nokia-original-imag6vwzcfkhcyht.jpeg?q=70
SAMSUNG,Galaxy,4.2,"16,499",6,128,1,6.6,16.76,50,8,5000,Exynos Octa Core Processor,https://rukminim1.flixcart.com/image/312/312/l19m93k0/mobile/q/u/z/-original-imagcv74cev7ges4.jpeg?q=70
I,Kall,3.8,"1,149",32,32,,2.4,6.1,0.3,,2500,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,https://rukminim1.flixcart.com/image/312/312/ku2zjww0/mobile/h/w/s/k78-k78-i-kall-original-imag7a4k3hsaezeg.jpeg?q=70
KARBONN,K110i,3.6,960,0,Expandable,8,1.8,4.57,1000,,1,,https://rukminim1.flixcart.com/image/312/312/xif0q/mobile/g/o/i/k110i-na-karbonn-original-imagk8ppgfnjvmz3.jpeg?q=70
KARBONN,K110i,3.6,949,0,Expandable,8,1.8,4.57,1000,,1,,https://rukminim1.flixcart.com/image/312/312/xif0q/mobile/o/b/q/k110i-na-karbonn-original-imagk8py9dbpsg8e.jpeg?q=70
OPPO,A17K,4.5,"9,084",3,64,2,6.56,16.66,8,5,5000,Mediatek Helio G35 Processor,https://rukminim1.flixcart.com/image/312/312/xif0q/mobile/0/u/n/a17kbule-cph2471-oppo-original-imagjkzp7z5qehwp.jpeg?q=70
MOTOROLA,g31,4.2,"9,599",4,64,1,6.4,16.26,50,13,5000,Mediatek Helio G85 Processor,https://rukminim1.flixcart.com/image/312/312/l1l1rww0/mobile/j/e/u/-original-imagd48zzrkcjfn2.jpeg?q=70
realme,Narzo,4.3,"8,999",4,64,256,6.5,16.51,8,5,5000,SC9863A Processor,https://rukminim1.flixcart.com/image/312/312/ktx9si80/mobile/s/o/j/narzo-50i-rmx3231-realme-original-imag75h86v5thnzy.jpeg?q=70
realme,narzo,4.5,"14,800",4,64,,6.6,16.76,48,,5000,12Months Brand Warranty,https://rukminim1.flixcart.com/image/312/312/xif0q/mobile/x/d/k/narzo-50-5g-rmx3571-realme-original-imagggszswmsnse2.jpeg?q=70
SAMSUNG,Galaxy,3.9,"23,999",8,128,1,6.6,16.76,50,8,5000,Qualcomm Snapdragon 695 (SM6375) Processor,https://rukminim1.flixcart.com/image/312/312/xif0q/mobile/f/g/i/-original-imagmfhbbex3ubzy.jpeg?q=70
realme,8,4.3,"16,499",4,128,1,6.5,16.51,48,16,5000,MediaTek Dimensity 700 (MT6833) Processor,https://rukminim1.flixcart.com/image/312/312/knrsjgw0/mobile/u/f/w/8-5g-rmx3241-realme-original-imag2d8ett6ukhcs.jpeg?q=70
vivo,Y15c,4.2,"9,499",3,32,1,6.51,16.54,13,8,5000,Mediatek Helio P35 Processor,https://rukminim1.flixcart.com/image/312/312/l3bx5e80/mobile/3/a/4/-original-imagegz3g8zkyhyq.jpeg?q=70
Kechaoda,K66,4.1,"1,280",32,64,,1.8,4.57,1.3,,400,12 MONTHS,https://rukminim1.flixcart.com/image/312/312/ktd9mkw0/mobile/c/a/j/k66-the-music-house-4-dual-sim-power-silver-k66-kechaoda-original-imag6qjke7q6ygjb.jpeg?q=70
KARBONN,K9,4,"1,599",64,64,,2.6,6.6,2,,2500,1 Year Manufacturer Warranty,https://rukminim1.flixcart.com/image/312/312/kzhbfrk0/mobile/c/g/n/k9-max-k9-max-black-karbonn-original-imagbh4xfygqyesz.jpeg?q=70
REDMI,Note,4.1,"17,990",4,128,,6.67,16.94,48,,5000,12 Months,https://rukminim1.flixcart.com/image/312/312/xif0q/mobile/j/s/t/-original-imaghsd2dybsxhgr.jpeg?q=70
Kechaoda,K90,3.8,"1,699",32,32,,3.5,8.89,1.3,,5000,1Year,https://rukminim1.flixcart.com/image/312/312/kr58yvk0/mobile/5/c/4/k90-k90-kechaoda-original-imag5y5k7gfhft88.jpeg?q=70
Eunity,Hunt,3.5,655,16,16,16,1.77,4.5,0.3,,1000,7 Day Replacement,https://rukminim1.flixcart.com/image/312/312/xif0q/mobile/s/a/f/hunt-hunt-eunity-original-imagmyqmzggpepcz.jpeg?q=70
realme,C25s,4.4,"11,999",4,128,256,6.5,16.51,13,8,6000,MediaTek Helio G85 Processor,https://rukminim1.flixcart.com/image/312/312/kplisnk0/mobile/y/9/t/c25s-rmx3197-realme-original-imag3smcaztwgzeg.jpeg?q=70
itel,Magic3,4,"1,650",8,8,,2.8,7.11,1.3,,1500,Smart Touch Keypad - Add a Magical Touch to your Life,https://rukminim1.flixcart.com/image/312/312/kumzpu80/mobile/l/j/c/magic3-it6350-itel-original-imag7q2yjzygc8p2.jpeg?q=70
Kechaoda,K33,4,"1,160",32,32,,1.4,3.56,0.3,,800,1 Year Warranty,https://rukminim1.flixcart.com/image/312/312/kiew3gw0-0/mobile/a/2/b/k33-k33-kechaoda-original-imafy7qwz8mt4gmf.jpeg?q=70
itel,IT2163,4.1,"1,095",4,4,32,1.8,4.57,1000,,SC6531E,1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-box Accessories Including Batteries from the Date of Purchase,https://rukminim1.flixcart.com/image/312/312/kiew3gw0/mobile/j/a/u/itel-it2163-it2163-original-imafy7rm9yj6htgy.jpeg?q=70
SAMSUNG,Galaxy,4.4,"54,999",8,128,,6.4,16.26,12,32,4500,1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-Box Accessories,https://rukminim1.flixcart.com/image/312/312/kzpw2vk0/mobile/u/o/q/galaxy-s21-fe-5g-lavender-8gb-128gb-storage-sm-g990elviinu-original-imagbnbdaj3tygup.jpeg?q=70
POCO,M4,4.3,"16,999",6,128,1,6.6,16.76,50,16,5000,Mediatek Dimensity 810 Processor,https://rukminim1.flixcart.com/image/312/312/l0igvww0/mobile/j/d/g/-original-imagcafg6hbeeqwf.jpeg?q=70
Micromax,IN,3.9,"6,999",4,64,256,6.52,16.56,13,5,5000,ARM Cortex A75 Octa Core Processor,https://rukminim1.flixcart.com/image/312/312/kri3xjk0/mobile/s/v/d/in-2b-e7544-micromax-original-imag5a3yybhpzeqc.jpeg?q=70
realme,9,4.4,"17,499",6,128,1,6.5,16.51,48,16,5000,Mediatek Dimensity 810 Processor,https://rukminim1.flixcart.com/image/312/312/l0jwbrk0/mobile/e/f/b/-original-imagcb64e6mywt9j.jpeg?q=70
realme,9,4.4,"17,499",6,128,1,6.5,16.51,48,16,5000,Mediatek Dimensity 810 Processor,https://rukminim1.flixcart.com/image/312/312/l0jwbrk0/mobile/a/p/r/-original-imagcb64gwkhzdk5.jpeg?q=70
SAMSUNG,GALAXY,4.1,"12,529",4,64,,6.5,16.51,50,,5000,12 Months Warranty,https://rukminim1.flixcart.com/image/312/312/xif0q/mobile/j/6/n/-original-imagghbz5jffndyy.jpeg?q=70
realme,9,4.5,"15,999",4,64,1,6.5,16.51,48,16,5000,Mediatek Dimensity 810 Processor,https://rukminim1.flixcart.com/image/312/312/l4fxh8w0/mobile/o/q/j/-original-imagfc55exgt8eey.jpeg?q=70
realme,9,4.5,"15,999",4,64,1,6.5,16.51,48,16,5000,Mediatek Dimensity 810 Processor,https://rukminim1.flixcart.com/image/312/312/l0jwbrk0/mobile/e/f/b/-original-imagcb64e6mywt9j.jpeg?q=70
Kechaoda,A8,3.9,"1,490",32,64,32,3.5,8.89,0.3,,2500,1 Year Manufacturer Warranty,https://rukminim1.flixcart.com/image/312/312/kyxb9u80/mobile/3/r/h/a8-a8-kechaoda-original-imagbfmnepz54hpz.jpeg?q=70
MTR,Ferrari,4.1,"1,370",64,64,,1.77,4.5,0.3,,800,12 Months,https://rukminim1.flixcart.com/image/312/312/jzrb53k0pkrrdj/mobile/z/p/z/mtr-ferrari-ferrari-original-imafhg8eh8w4kmx3.jpeg?q=70
MTR,Ferrari,4.1,"1,370",64,64,,1.77,4.5,0.3,,800,12 Months,https://rukminim1.flixcart.com/image/312/312/jzrb53k0pkrrdj/mobile/z/c/7/mtr-ferrari-ferrari-original-imafhg7a8sem2bkh.jpeg?q=70
MTR,Ferrari,4.1,"1,350",64,64,,1.77,4.5,0.3,,800,12 Months,https://rukminim1.flixcart.com/image/312/312/jzrb53k0pkrrdj/mobile/2/r/r/mtr-ferrari-ferrari-original-imafhg6vcxhsvanc.jpeg?q=70
vivo,T1,4.3,"17,999",8,128,1,6.44,16.36,50,16,5000,Qualcomm Snapdragon 680 Processor,https://rukminim1.flixcart.com/image/312/312/l2p23rk0/mobile/v/w/i/-original-imagdznhbgw63xhv.jpeg?q=70
realme,narzo,4.4,"17,870",6,128,,6.6,16.76,48,,5000,12Months Brand Warranty,https://rukminim1.flixcart.com/image/312/312/l4a7pu80/screen-guard/edge-to-edge-tempered-glass/v/p/z/11dfnw-01-9h-original-imagf7p9s2jpvwwz.jpeg?q=70
SAMSUNG,GALAXY,4.2,"10,960",4,64,,6.6,16.76,50,,6000,12 MONTHS,https://rukminim1.flixcart.com/image/312/312/xif0q/mobile/n/r/8/-original-imagghcfsdbuemmd.jpeg?q=70
SAMSUNG,Galaxy,4.4,"9,499",3,64,1,6.5,16.51,13,5,5000,Mediatek Helio P35 Processor,https://rukminim1.flixcart.com/image/312/312/xif0q/mobile/s/y/r/-original-imagh2pqgpzrajbp.jpeg?q=70
APPLE,iPhone,4.7,"79,999",128,,,6.7,17.02,12,12,A15,1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories,https://rukminim1.flixcart.com/image/312/312/xif0q/mobile/a/h/7/-original-imaghx9qaepzajta.jpeg?q=70
Micromax,X513+,3.8,"1,215",32,32,,1.77,4.5,0.3,,1750,One Year manufacturer Warranty,https://rukminim1.flixcart.com/image/312/312/ktn9pjk0/mobile/7/m/u/x513-black-x513-micromax-original-imag6xzas6et8x3y.jpeg?q=70
Snexian,Rock,4,"1,499",32,32,,1.7,4.32,0.3,,800,1 Year,https://rukminim1.flixcart.com/image/312/312/jzrb53k0pkrrdj/mobile/y/s/h/snexian-rock-rock-original-imafgyfwtz5czy3h.jpeg?q=70
LAVA,A1,4,"1,199",32,24,32,1.77,4.5,0.3,,800,1 year manufacturer replacement guarantee for Phone and 6 months replacement for accessories in the box,https://rukminim1.flixcart.com/image/312/312/kupuljk0/mobile/p/r/2/a1-super-2021-a1-super2021-lava-original-imag7s6n6tvuht5t.jpeg?q=70
itel,Vision,4.1,"6,699",3,64,128,6.6,16.76,8,5,5000,Unisoc 9863A Processor,https://rukminim1.flixcart.com/image/312/312/l0zm64w0/mobile/q/y/j/-original-imagcnu2pky7thvx.jpeg?q=70
itel,Vision,4.1,"6,699",3,64,128,6.6,16.76,8,5,5000,Unisoc 9863A Processor,https://rukminim1.flixcart.com/image/312/312/l0zm64w0/mobile/m/m/i/-original-imagcntvtdnuehc4.jpeg?q=70
POCO,X4,4.2,"21,999",8,128,1,6.67,16.94,64,16,5000,Qualcomm Snapdragon 695 5G Processor,https://rukminim1.flixcart.com/image/312/312/l19m93k0/mobile/v/c/i/-original-imagcv2dpkd75r6z.jpeg?q=70
itel,Vision,4.1,"6,699",3,64,128,6.6,16.76,8,5,5000,Unisoc 9863A Processor,https://rukminim1.flixcart.com/image/312/312/l0zm64w0/mobile/q/y/j/-original-imagcnu2pky7thvx.jpeg?q=70
itel,Vision,4.1,"6,699",3,64,128,6.6,16.76,8,5,5000,Unisoc 9863A Processor,https://rukminim1.flixcart.com/image/312/312/l0zm64w0/mobile/m/m/i/-original-imagcntvtdnuehc4.jpeg?q=70
itel,ACE2YOUNG,,999,4,4,,2,5.08,2.5,,1000,NA,https://rukminim1.flixcart.com/image/312/312/xif0q/mobile/u/w/z/ace2young-ace-2n-itel-original-imagg9htrzgjzrc6.jpeg?q=70
APPLE,iPhone,4.7,"62,999",128,,,6.1,15.49,12,12,A15,Brand Warranty for 1 Year,https://rukminim1.flixcart.com/image/312/312/ktketu80/mobile/6/n/d/iphone-13-mlpg3hn-a-apple-original-imag6vpyghayhhrh.jpeg?q=70
Snexian,Rock,4,"1,185",32,32,,1.7,4.32,0.3,,800,1 Year Brand Warranty,https://rukminim1.flixcart.com/image/312/312/kk76wsw0/mobile/p/q/q/rock-rock-snexian-original-imafzhfkvthjugyy.jpeg?q=70
realme,8,4.4,"18,499",8,128,1,6.5,16.51,48,16,5000,MediaTek Dimensity 700 (MT6833) Processor,https://rukminim1.flixcart.com/image/312/312/knrsjgw0/mobile/f/o/w/8-5g-rmx3241-realme-original-imag2d8eksc2szzy.jpeg?q=70
Muphone,MU,4.2,"1,199",32,32,,1.44,3.66,1.3,,800,1 Year Warranty,https://rukminim1.flixcart.com/image/312/312/l1grgcw0/mobile/j/x/h/mu-m360-mu-m360-muphone-original-imagdf3eftumk9k2.jpeg?q=70
Nokia,G11,3.5,"13,999",4,64,,6.517,16.55,50,8,5000,Octa Core Processor Processor,https://rukminim1.flixcart.com/image/312/312/xif0q/mobile/i/s/r/-original-imagmpmhdsvwsscw.jpeg?q=70
LAVA,Z61,4.1,"6,500",1,16,32,5.45,13.84,8,5,3000,1.5 GHz Quad core processor Processor,https://rukminim1.flixcart.com/image/312/312/jza5uvk0/mobile/5/v/8/lava-z61-z61-original-imafdngrkq32fek9.jpeg?q=70
Kechaoda,K-9,4,"1,280",64,64,,2.2,5.59,0.3,,2000,1 Year Manufacturer Warranty,https://rukminim1.flixcart.com/image/312/312/j83d8cw0/mobile/z/v/c/kechaoda-k9-jl201130396850-5-original-imaey4s7mhydr3pf.jpeg?q=70
APPLE,iPhone,4.6,"53,999",64,,,6.1,15.49,12,12,A14,Ceramic Shield,https://rukminim1.flixcart.com/image/312/312/kg8avm80/mobile/y/7/n/apple-iphone-12-dummyapplefsn-original-imafwg8dpyjvgg3j.jpeg?q=70
realme,8,4.3,"15,499",4,64,1,6.5,16.51,48,16,5000,MediaTek Dimensity 700 (MT6833) Processor,https://rukminim1.flixcart.com/image/312/312/knrsjgw0/mobile/f/o/w/8-5g-rmx3241-realme-original-imag2d8eksc2szzy.jpeg?q=70
